,ID,Sexe,Motorisé,PropriétaireImmobilier,NombreEnfants,RevenuAnnuel,SecteurActivité,NiveauEducation,EtatCivil,TypeLogement,CategorieEmploi,MembreFamille,Age,Experience,Approuvée,target
302,5009165,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,8,No,0
303,5009166,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,8,No,0
304,5009168,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,8,No,0
306,5009177,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,Accountants,2,50,3,No,0
307,5009178,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,Accountants,2,50,3,No,0
308,5009179,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,Accountants,2,50,3,No,0
309,5009180,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,Accountants,2,50,3,No,0
310,5009181,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,Accountants,2,50,3,No,0
311,5009182,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,Accountants,2,50,3,No,0
312,5009183,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,Accountants,2,50,3,No,0
313,5009186,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
314,5009187,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
315,5009188,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
316,5009189,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
317,5009190,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
318,5009191,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
319,5009192,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
320,5009193,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
321,5009195,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
322,5009196,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
323,5009198,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
324,5009201,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
325,5009202,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
326,5009203,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
327,5009204,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
328,5009205,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
329,5009206,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
330,5009207,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
331,5009208,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
332,5009209,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
333,5009210,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,57,23,No,0
334,5009213,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,33,2,No,0
335,5009215,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,33,2,No,0
336,5009216,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,33,2,No,0
337,5009217,F,N,N,0,270000,Working,Higher education,Married,House / apartment,Accountants,2,33,2,No,0
338,5009220,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
339,5009222,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
340,5009223,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
341,5009224,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
342,5009225,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
343,5009226,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
344,5009227,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
345,5009232,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
346,5009233,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
347,5009234,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
348,5009236,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,No,0
349,5009238,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,Accountants,2,29,2,No,0
350,5009239,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,Accountants,2,29,2,No,0
351,5009240,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,Accountants,2,29,2,No,0
352,5009241,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,Accountants,2,29,2,No,0
353,5009242,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,Accountants,1,52,14,No,0
354,5009243,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,Accountants,1,52,14,No,0
355,5009244,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,Accountants,1,52,14,No,0
359,5009249,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,2,No,0
360,5009250,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,2,No,0
361,5009251,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,2,No,0
362,5009252,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,2,No,0
363,5009253,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,2,No,0
364,5009255,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,43,24,No,0
365,5009257,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,43,24,No,0
366,5009258,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,43,24,No,0
367,5009260,F,N,N,0,202500,State servant,Higher education,Married,With parents,Accountants,2,39,3,No,0
368,5009261,F,N,N,0,202500,State servant,Higher education,Married,With parents,Accountants,2,39,3,No,0
369,5009262,F,N,N,0,202500,State servant,Higher education,Married,With parents,Accountants,2,39,3,No,0
370,5009263,F,N,N,0,202500,State servant,Higher education,Married,With parents,Accountants,2,39,3,No,0
372,5009265,M,Y,N,0,337500,State servant,Higher education,Married,With parents,Accountants,2,28,4,No,0
373,5009266,M,Y,N,0,337500,State servant,Higher education,Married,With parents,Accountants,2,28,4,No,0
374,5009267,M,Y,N,0,337500,State servant,Higher education,Married,With parents,Accountants,2,28,4,No,0
375,5009268,M,Y,N,0,337500,State servant,Higher education,Married,With parents,Accountants,2,28,4,No,0
376,5009269,M,Y,N,0,337500,State servant,Higher education,Married,With parents,Accountants,2,28,4,No,0
377,5009270,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,40,6,No,0
378,5009271,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,40,6,No,0
379,5009272,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,40,6,No,0
380,5009274,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,40,6,No,0
381,5009275,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,40,6,No,0
382,5009276,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,40,6,No,0
383,5009277,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,40,6,No,0
384,5009278,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
385,5009279,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
386,5009280,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
387,5009281,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
388,5009284,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
389,5009285,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
390,5009286,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
391,5009287,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
392,5009289,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
393,5009290,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
394,5009291,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
395,5009292,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
396,5009293,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
397,5009294,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,13,No,0
400,5009297,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,44,5,No,0
401,5009299,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,44,5,No,0
402,5009300,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,44,5,No,0
403,5009301,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,44,5,No,0
422,5009325,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,Accountants,2,57,12,No,0
423,5009327,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,Accountants,2,57,12,No,0
424,5009328,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,Accountants,2,57,12,No,0
425,5009329,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,Accountants,2,57,12,No,0
426,5009330,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,Accountants,2,57,12,No,0
427,5009331,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,Accountants,2,57,12,No,0
428,5009332,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,Accountants,2,57,12,No,0
429,5009333,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,Accountants,2,57,12,No,0
430,5009335,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,Accountants,1,44,19,No,0
431,5009336,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,Accountants,1,44,19,No,0
432,5009337,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,Accountants,1,44,19,No,0
433,5009338,M,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,14,No,0
434,5009339,M,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,14,No,0
435,5009340,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,6,No,0
436,5009341,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,6,No,0
437,5009342,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,6,No,0
438,5009343,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,6,No,0
439,5009344,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,6,No,0
440,5009345,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,6,No,0
441,5009346,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,6,No,0
442,5009349,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,Accountants,2,57,0,No,0
443,5009354,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,Accountants,2,57,0,No,0
444,5009355,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,53,14,No,0
445,5009358,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,53,14,No,0
446,5009359,F,Y,N,0,900000,Working,Higher education,Single / not married,House / apartment,Accountants,1,52,20,No,0
447,5009360,F,Y,N,0,900000,Working,Higher education,Single / not married,House / apartment,Accountants,1,52,20,No,0
448,5009361,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,40,1,No,0
449,5009362,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,40,1,No,0
450,5009363,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,40,1,No,0
451,5009364,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,40,1,No,0
452,5009365,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,40,1,No,0
453,5009366,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,40,1,No,0
454,5009367,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,40,1,No,0
461,5009378,F,N,N,2,225000,Working,Higher education,Married,House / apartment,Accountants,4,30,4,No,0
462,5009379,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,25,3,No,0
463,5009380,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,25,3,No,0
464,5009381,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,25,3,No,0
465,5009382,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,25,3,No,0
466,5009383,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,Accountants,2,40,15,No,0
467,5009384,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,Accountants,2,40,15,No,0
468,5009386,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,Accountants,2,40,15,No,0
469,5009387,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,Accountants,2,40,15,No,0
470,5009389,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,Accountants,1,30,8,No,0
